session_id,rptq_bgn,rptq_end,intv_bgn,intv_end,rdtr_bgn,rdtr_end,call_bgn,call_end,call_type
20091008_133931_HRM_120704,12.953,38.078,38.078,1217.125,1217.125,2216.984,2243.800,2849.340,high_ve
20091008_140805_LDC_120450,9.578,55.766,55.766,1056.016,1056.016,2100.860,2100.860,2706.340,cell
20091008_160558_HRM_120521,5.813,36.500,36.500,1171.391,1178.313,2054.688,2076.120,2681.360,cell
20091008_160701_LDC_120552,9.063,30.219,30.219,943.891,943.891,2015.047,2015.390,2620.630,cell
20091008_170032_LDC_113093,15.000,75.141,75.141,980.938,980.938,2225.810,2225.810,2831.010,high_ve
20091008_171740_HRM_120513,2.891,31.735,31.735,847.016,847.016,1845.516,1868.440,2473.360,cell
20091008_180725_HRM_120575,19.750,61.734,61.734,1218.031,1218.031,2251.484,2896.410,3501.990,cell
20091008_192205_HRM_120538,20.875,43.422,43.422,932.078,932.078,1905.031,2058.660,2663.860,low_ve
20091009_090008_HRM_120633,17.110,39.094,39.094,941.156,941.156,2030.891,2042.130,2647.230,low_ve
20091009_100205_LDC_120418,5.016,34.688,34.688,1112.891,1112.891,2109.672,2116.780,2721.360,cell
20091009_105413_HRM_120611,13.469,48.203,48.203,1073.875,1073.875,2178.719,2203.900,2809.010,high_ve
20091009_105643_LDC_120638,2.797,31.844,31.844,972.750,972.750,1891.328,2057.470,2662.580,high_ve
20091009_114528_LDC_120546,7.969,54.703,54.703,941.734,941.734,2184.359,2184.610,2789.590,low_ve
20091009_125722_LDC_120723,5.609,44.969,44.969,979.203,979.203,2012.719,2249.570,2855.030,high_ve
20091009_134037_HRM_120623,12.969,36.031,36.031,888.469,888.469,1910.266,1930.280,2535.210,high_ve
20091009_141801_LDC_120510,13.094,39.172,39.172,960.453,960.453,1945.219,1950.930,2556.130,low_ve
20091009_150456_LDC_120512,19.031,53.422,53.422,931.500,931.500,2042.453,2053.480,2658.750,high_ve
20091012_091710_HRM_120550,5.141,30.469,30.469,982.039,982.039,1879.367,2547.990,3153.400,cell
20091012_100152_LDC_120651,72.609,118.516,118.516,1150.906,1150.906,2328.797,2347.960,2953.010,high_ve
20091012_105517_LDC_120594,21.313,43.422,43.422,1083.490,1083.490,2305.560,2305.560,2910.370,high_ve
20091012_115436_LDC_120546,9.273,39.959,39.959,960.031,960.031,2277.460,2277.460,2882.440,cell
20091012_124801_LDC_120724,4.919,37.484,37.484,943.145,943.145,1834.395,1935.510,2540.950,cell
20091012_125939_HRM_120265,21.146,46.068,46.068,996.011,996.011,1825.000,0.000,0.000,no_call
20091012_140812_LDC_120650,3.901,30.717,30.717,876.792,876.792,1852.017,2118.460,2723.740,high_ve
20091012_150900_LDC_120511,22.384,70.347,70.347,1149.315,1158.588,2464.500,2464.500,3069.260,low_ve
20091012_154335_HRM_120688,3.963,33.913,33.913,1008.182,1008.182,1998.836,2206.490,2811.470,high_ve
20091012_164829_LDC_120232,4.261,30.263,30.263,927.528,927.528,1807.908,1896.120,2500.990,low_ve
20091012_175218_LDC_120629,13.690,40.257,40.257,994.163,994.163,1986.869,2010.410,2615.710,high_ve
20091012_175857_HRM_120433,6.423,91.854,91.854,1064.149,1064.149,1986.211,2124.570,2729.780,low_ve
20091012_185831_LDC_120403,12.093,49.342,49.342,1069.256,1069.256,2384.343,2388.350,2993.430,cell
20091013_090943_LDC_120653,29.078,55.125,55.125,924.891,924.891,1926.141,1927.140,2532.140,low_ve
20091013_091611_HRM_120642,6.891,40.703,40.703,1028.562,1028.562,1967.000,2167.210,2772.730,high_ve
20091013_101336_HRM_120649,4.063,32.672,32.672,977.406,977.406,2020.297,2138.090,2743.650,low_ve
20091013_104904_LDC_120656,16.938,48.891,48.891,1018.453,1018.453,2059.922,2065.640,2670.810,high_ve
20091013_110157_HRM_120633,3.360,26.578,26.578,1016.500,1016.500,2049.969,2119.290,2724.440,cell
20091013_115454_LDC_120652,19.094,45.984,45.984,992.578,992.578,2012.094,2013.850,2618.870,high_ve
20091013_115616_HRM_120532,2.625,37.063,37.063,912.250,912.250,1796.219,2159.700,2764.660,high_ve
20091013_130859_HRM_120602,47.609,74.344,74.344,1087.281,1087.281,2159.656,2162.740,2767.820,low_ve
20091013_131205_LDC_120605,16.828,46.766,47.625,910.969,910.969,1974.078,1975.010,2580.090,low_ve
20091013_141009_LDC_120662,6.141,38.906,38.906,847.484,847.484,1838.641,1856.460,2461.310,high_ve
20091013_142233_HRM_120610,6.751,29.246,35.830,812.500,815.363,1724.690,2033.950,2638.690,low_ve
20091013_162258_LDC_120665,30,60,60,878.641,895,1760,2258.62,2863.54,high_ve
20091013_165006_HRM_120631,43.531,75.844,75.844,936.750,936.750,1949.797,1977.240,2581.930,low_ve
20091013_172225_LDC_120555,9.094,32.078,32.078,970.172,970.172,1897.922,2163.850,2768.960,low_ve
20091013_181652_LDC_120624,15.328,54.203,54.203,1272.609,1272.609,2316.922,2335.240,2940.580,high_ve
20091014_090932_LDC_120560,7.250,35.594,35.594,921.375,921.375,1954.810,1954.810,2559.320,cell
20091014_092307_HRM_120568,6.657,38.922,38.922,920.422,920.422,1827.562,2284.470,2890.010,low_ve
20091014_102028_HRM_120566,6.234,26.016,26.016,967.078,967.078,1840.391,1940.380,2545.790,low_ve
20091014_102356_LDC_120563,3.922,29.125,29.125,985.688,985.688,1873.656,2443.360,3048.510,cell
20091014_111726_HRM_120667,70.266,96.719,96.719,1042.234,1042.234,2060.906,2087.020,2692.410,high_ve
20091014_125107_LDC_120515,7.328,39.969,39.969,1235.125,1235.125,2165.781,2392.640,2998.140,high_ve
20091014_140110_LDC_120675,35.328,72.719,72.719,918.625,918.625,1953.609,1962.870,2567.780,high_ve
20091014_140741_HRM_120674,14.641,37.828,37.828,1059.812,1059.812,2070.156,2071.430,2676.400,low_ve
20091014_145222_LDC_120677,35.688,56.344,56.344,806.766,806.766,1994.703,2000.390,2605.830,high_ve
20091014_151709_HRM_120663,40.656,106.891,106.891,1139.469,1139.469,2327.781,2386.780,2991.810,high_ve
20091014_154111_LDC_120664,3.531,24.156,24.156,1059.641,1059.641,2148.050,2148.050,2752.920,normal
20091014_171200_HRM_120401,7.110,33.250,33.250,1004.906,1004.906,1886.109,1983.750,2589.110,low_ve
20091014_172318_LDC_120548,5.203,28.953,28.953,1015.344,1015.344,1974.078,2183.490,2788.630,low_ve
20091014_181935_LDC_120641,9.828,49.625,49.625,964.031,964.031,1830,2875.52,3480.14,cell
20091014_182539_HRM_120659,3.688,27.922,27.922,922.188,922.188,1824.219,1960.600,2565.840,high_ve
20091015_090859_LDC_120605,11.266,45.844,49.422,965.484,965.484,2205.656,2214.990,2820.040,cell
20091015_091752_HRM_120261,4.344,32.922,32.922,1025.344,1025.344,1946.422,2142.540,2747.700,low_ve
20091015_100909_HRM_120649,6.094,26.531,26.531,991.016,991.016,1984.312,2042.390,2647.680,cell
20091015_115345_LDC_120628,5.609,27.125,27.125,962.609,962.609,1867.828,1950.340,2555.690,high_ve
20091015_130919_LDC_120747,6.375,38.188,38.188,1115.266,1115.266,2039.219,2412.050,3016.740,high_ve
20091015_142121_HRM_120368,4.563,26.422,26.422,1010.266,1010.266,1923.594,2146.590,2751.270,low_ve
20091015_143844_LDC_120680,5.922,29.016,29.016,818.641,818.641,2052.500,2083.480,2688.570,high_ve
20091015_151056_HRM_120772,21.422,45.641,45.641,926.484,926.484,2222.547,2222.900,2827.810,high_ve
20091015_162133_HRM_120631,2.000,26.328,26.328,1047.812,1047.812,2144.391,2168.380,2773.680,cell
20091015_164309_LDC_120524,9.594,44.563,44.563,1093.844,1093.844,2171.438,2274.840,2880.370,low_ve
20091015_171959_HRM_120572,6.531,29.281,29.281,1012.953,1012.953,1904.594,2107.550,2712.400,low_ve
20091015_180845_HRM_120282,3.031,29.281,29.281,941.719,941.79,1772,1895.68,2500.2,low_ve
20091016_091625_LDC_120484,5.484,27.875,27.875,958.938,958.938,2008.594,2009.190,2614.070,cell
20091016_100935_LDC_120556,7.688,38.172,38.172,898.859,898.859,2015.266,2016.17,2620.95,high_ve
20091016_105841_LDC_120668,9.844,33.281,33.281,1036.235,1036.235,1925.344,2111.07,2715.93,high_ve
20091016_112339_HRM_120440,3.828,27.125,27.125,994.375,994.375,1883.656,2322.700,2927.940,low_ve
20091016_114959_LDC_120582,39.313,65.750,65.750,1046.469,1046.469,1909.016,1917.580,2522.780,high_ve
20091016_123856_LDC_120666,52.703,78.063,78.063,1067.984,1067.984,2180.391,2198.870,2803.980,high_ve
20091016_130445_HRM_120685,4.516,26.844,26.844,977.891,977.891,1956.094,2107.030,2711.890,high_ve
20091016_141424_LDC_120679,4.500,29.985,29.985,982.047,982.047,1878.281,2019.610,2624.760,low_ve
20091016_142503_HRM_120561,13.531,38.438,38.438,925.781,925.781,2042.953,2052.740,2657.680,low_ve
20091016_150837_LDC_120691,3.922,27.125,27.125,982.125,982.125,1872.563,2010.430,2615.890,high_ve
20091016_151624_HRM_120690,26.062,50.141,50.141,909.609,909.609,1891.266,1930.550,2536.030,high_ve
20091019_112103_HRM_120535,3.344,29.453,29.453,915.688,915.688,2042.190,2042.190,2647.400,cell
20091019_120858_LDC_120698,30.766,57.297,57.297,1018.359,1018.359,1992.922,2001.050,2605.710,high_ve
20091019_121120_HRM_120699,53.364,77.839,82.920,1003.841,1042.343,1901.646,2011.580,2616.670,high_ve
20091019_131511_HRM_120660,19.641,44.109,44.109,941.844,941.844,1890.203,1901.510,2506.370,low_ve
20091019_135605_LDC_120696,9.203,48.984,48.984,945.641,945.641,1912.953,2263.920,2868.830,high_ve
20091019_145106_HRM_120591,7.328,32.641,32.641,771.594,771.594,1697.516,1984.780,2589.720,low_ve
20091019_145400_LDC_120589,34.844,57.438,57.438,984.547,984.547,1914.938,1935.510,2540.450,low_ve
20091019_154609_LDC_120700,4.750,40.344,40.344,788.719,788.719,1849.328,1912.730,2517.840,high_ve
20091019_164856_LDC_120707,46.531,71.641,71.641,970.953,970.953,1975.719,2005.210,2610.650,high_ve
20091019_172017_HRM_120572,3.828,31.047,31.047,1024.734,1024.734,1940.172,2178.340,2783.860,cell
20091019_174854_LDC_120671,10.781,46.594,46.594,879.844,879.844,1928.594,1929.540,2534.140,high_ve
20091019_185521_LDC_120596,3.625,29.594,29.594,980.750,980.750,1848.328,2180.780,2786.460,high_ve
20091019_185919_HRM_120345,15.688,47.016,47.016,975.844,975.844,2123.922,2145.640,2750.830,cell
20091020_091644_LDC_120579,48.234,69.516,71.969,956.062,956.062,2018.641,2114.310,2719.810,low_ve
20091020_101208_HRM_120523,5.313,35.469,35.469,980.016,980.016,2242.450,2242.450,2847.120,cell
20091020_101754_LDC_120522,24.547,54.641,54.641,928.141,928.141,1823.688,2022.790,2627.460,cell
20091020_110310_HRM_120686,4.516,47.250,47.250,931.188,931.188,1759.609,1882.830,2487.570,high_ve
20091020_122025_LDC_120666,5.688,28.188,28.188,961.531,961.531,1848.641,2197.690,2802.370,low_ve
20091020_131453_HRM_120692,17.906,53.703,53.703,946.250,946.250,1849.078,1977.750,2583.080,low_ve
20091020_134904_LDC_120710,32.266,56.391,56.391,1072.188,1072.188,1864.406,1986.510,2591.930,high_ve
20091020_141944_HRM_120509,1.219,25.250,25.250,899.219,899.219,1770.156,2045.560,2651.140,cell
20091020_151024_HRM_120702,9.953,47.219,47.219,1069.797,1069.797,2415.844,2418.690,3023.670,high_ve
20091020_151431_LDC_120701,4.234,38.813,38.813,932.406,932.406,1823.547,2145.360,2750.040,high_ve
20091020_160940_HRM_120593,4.641,32.484,32.484,862.859,862.859,1805.969,1993.420,2598.510,low_ve
20091020_161527_LDC_120520,15.453,42.297,42.297,951.656,951.656,1899.031,1994.970,2599.990,low_ve
20091020_171737_LDC_120526,6.813,36.266,36.266,872.625,872.625,1892.625,2150.310,2755.180,cell
20091020_174432_HRM_120693,39.688,66.250,66.250,784.016,798.844,1894.281,1918.880,2523.970,high_ve
20091021_091031_HRM_120591,13.610,41.266,41.266,904.719,904.719,1777.953,2021.030,2625.840,cell
20091021_091336_LDC_120589,7.906,33.344,33.344,953.844,953.844,1962.910,1962.910,2567.720,cell
20091021_100635_LDC_120682,3.804,30.125,30.125,950.906,950.906,1836.625,2062.770,2668.010,high_ve
20091021_100755_HRM_120706,3.156,34.908,34.908,877.781,877.781,1889.234,1981.380,2586.010,high_ve
20091021_105539_HRM_120694,133.047,155.828,155.828,1020.953,1020.953,2049.609,2075.560,2680.410,high_ve
20091021_105548_LDC_120592,36.672,71.875,71.875,1053.984,1053.984,1915.250,2321.040,2926.150,low_ve
20091021_121722_LDC_120506,4.094,26.563,26.563,921.219,921.219,1853.078,1905.530,2511.000,cell
20091021_124913_HRM_120806,4.563,32.422,32.422,916.312,916.312,1851.297,2020.560,2625.860,high_ve
20091021_131243_LDC_120544,5.969,31.031,31.031,1042.688,1042.688,1940.906,2045.910,2649.470,low_ve
20091021_140317_HRM_120602,5.344,30.469,30.469,905.750,905.750,1796.594,1960.700,2565.680,cell
20091021_145731_HRM_120663,18.094,51.313,51.313,971.500,971.500,1966.094,2222.890,2827.710,low_ve
20091021_145802_LDC_120664,7.969,27.391,27.391,926.672,926.672,2319.500,2319.500,2924.320,cell
20091021_161313_LDC_120613,10.985,31.813,31.813,904.719,904.719,1842.125,1912.590,2517.790,low_ve
20091021_172503_LDC_120671,7.984,33.641,33.641,733.734,733.734,1646.610,1785.960,2391.180,low_ve
20091021_191330_LDC_120590,43.891,74.484,74.484,989.312,989.312,1931.812,2172.340,2777.270,low_ve
20091022_092755_LDC_120710,39.547,69.109,69.109,954.969,954.969,1808.438,2228.450,2833.910,low_ve
20091022_102135_LDC_120709,7.984,35.531,35.531,870.516,870.516,1870.109,1980.340,2584.680,high_ve
20091022_111721_LDC_120708,22.016,54.359,54.359,993.750,993.750,1840.000,0.000,0.000,no_call
20091022_121700_LDC_120498,3.922,38.172,38.172,891.953,891.953,1820.328,1965.430,2570.290,low_ve
20091022_132020_LDC_120643,42.875,69.094,69.094,1014.609,1014.609,1917.391,2186.390,2791.540,high_ve
20091022_170541_LDC_120212,2.360,28.156,28.156,924.688,924.688,1845.766,1985.990,2590.830,cell
20091022_175644_LDC_120601,38.578,103.563,103.563,1228.750,1228.750,2172.828,2450.150,3055.630,low_ve
20091022_185919_LDC_120718,40.297,65.063,65.063,1040.375,1040.375,1883.610,2109.420,2714.520,high_ve
20091023_094228_HRM_120574,29.344,30.172,30.172,1014.875,1014.875,1902.782,2046.170,2650.910,high_ve
20091023_103118_HRM_120585,3.250,43.859,43.859,950.969,950.969,1815.672,1979.270,2584.270,low_ve
20091023_110824_LDC_120612,4.703,28.656,28.656,1057.516,1057.516,1841.141,1977.640,2583.160,low_ve
20091023_112012_HRM_120694,4.078,26.109,26.109,894.047,894.047,1816.703,1956.820,2561.820,low_ve
20091023_120145_LDC_120714,3.235,31.828,31.828,943.562,943.562,1826.781,2373.950,2979.450,high_ve
20091023_122603_HRM_120727,42.984,81.563,81.563,998.172,998.172,1869.672,2007.630,2613.020,high_ve
20091023_131505_HRM_120623,5.000,27.547,27.547,919.719,919.719,1824.406,1974.040,2579.400,low_ve
20091023_150359_HRM_120830,3.375,33.875,33.875,1036.391,1036.391,1876.563,2036.550,2642.110,high_ve
20091023_150733_LDC_120618,3.063,23.485,23.485,898.844,898.844,1819.313,1952.050,2557.610,high_ve
20091023_160907_LDC_120724,5.313,28.453,28.453,1016.000,1016.000,1858.953,2239.710,2844.450,low_ve
20091023_161717_HRM_120683,3.406,27.312,27.312,934.609,934.609,1814.641,1941.300,2546.280,low_ve
20091023_171146_LDC_120671,11.281,38.828,38.828,1025.875,1025.875,1890.813,2022.26,2627.76,cell
20091026_093115_LDC_120590,5.828,29.375,29.375,892.125,892.125,1683.047,2036.990,2641.830,cell
20091026_102304_HRM_120550,3.023,28.367,28.367,948.267,948.267,1861.541,2059.130,2664.430,low_ve
20091026_102346_LDC_120617,3.438,31.563,31.563,1033.156,1033.156,1880.750,2127.630,2732.630,low_ve
20091026_111727_LDC_120710,5.359,35.766,35.766,852.094,852.094,1706.063,2129.090,2734.620,cell
20091026_121348_LDC_120588,8.094,52.203,52.203,1103.125,1103.125,2012.797,2128.920,2734.280,high_ve
20091026_121408_HRM_120623,3.650,27.130,27.130,942.816,942.816,1877.111,1928.970,2534.000,cell
20091026_131830_LDC_120498,5.438,28.484,28.484,960.875,960.875,1857.625,2188.400,2793.880,cell
20091026_141800_LDC_120601,1.594,24.719,24.719,981.016,981.016,1746.500,1898.570,2503.670,cell
20091026_145244_HRM_120720,3.352,28.164,28.164,1015.059,1015.059,2049.603,2267.720,2872.440,high_ve
20091026_151421_LDC_120715,3.219,27.641,27.641,916.078,916.078,1738.141,1890.580,2496.080,high_ve
20091026_160240_HRM_120721,3.650,27.537,27.537,1120.540,1120.540,2037.103,2242.210,2847.680,high_ve
20091026_160525_LDC_120718,39.328,67.313,67.313,966.859,966.859,1885.828,2644.650,3249.690,low_ve
20091026_170525_HRM_120541,3.290,30.796,30.796,876.338,876.338,1793.873,1896.910,2502.430,low_ve
20091026_170643_LDC_120719,6.828,31.031,31.031,935.703,935.703,1837.812,1950.350,2555.250,high_ve
20091026_175842_LDC_120540,38.048,77.797,77.797,1071.266,1071.266,1988.609,2111.020,2716.060,low_ve
20091026_180132_HRM_120832,4.183,28.321,28.321,908.810,908.810,1811.025,1994.080,2599.080,high_ve
20091027_083443_HRM_120642,2.547,28.516,28.516,960.812,960.812,1882.297,2108.190,2713.190,low_ve
20091027_092311_LDC_120632,8.438,34.703,36.250,887.609,887.609,1756.453,2056.530,2661.220,low_ve
20091027_092759_HRM_120611,5.266,29.375,29.375,1149.328,1149.328,1806.985,2193.080,2798.350,low_ve
20091027_102736_LDC_120638,3.531,32.734,32.734,1054.797,1054.797,1949.766,2094.620,2699.890,low_ve
20091027_110931_HRM_120683,3.688,37.547,37.547,837.344,837.344,1780.985,1920.940,2525.970,cell
20091027_112049_LDC_113093,3.547,29.250,29.250,946.344,946.344,1829.688,2113.880,2719.100,low_ve
20091027_121015_LDC_120612,1.047,27.781,27.781,942.484,942.484,1789.281,2180.930,2786.080,cell
20091027_124325_HRM_120736,3.360,29.110,29.110,1106.391,1106.391,2062.266,2173.350,2778.320,high_ve
20091027_133640_HRM_120500,2.734,29.141,29.141,873.234,873.234,1769.345,2032.960,2637.860,low_ve
20091027_135608_LDC_120733,6.219,32.156,32.156,893.906,893.906,1838.703,1961.190,2566.210,high_ve
20091027_142715_HRM_111595,3.297,35.984,35.984,905.250,905.250,1803.485,1904.070,2509.160,high_ve
20091027_144731_LDC_120512,7.734,39.141,39.141,945.625,945.625,1834.703,1972.17,2577.56,low_ve
20091027_151811_HRM_120738,3.860,26.813,26.813,929.922,929.922,1821.156,2055.970,2660.450,high_ve
20091027_153531_LDC_120651,47.359,74.016,74.016,973.219,973.219,2044.266,2070.560,2675.580,low_ve
20091027_161149_HRM_120731,49.812,79.969,79.969,943.000,943.000,1851.812,1935.900,2540.680,high_ve
20091027_162856_LDC_120650,3.875,36.656,36.656,816.812,816.812,1690.141,1810.130,2415.570,low_ve
20091027_171504_LDC_120505,11.735,39.969,39.969,1031.766,1031.766,1856.250,2153.930,2759.200,low_ve
20091027_180830_LDC_120726,3.438,34.594,34.594,843.906,843.906,1935.156,2260.570,2865.330,high_ve
20091027_190406_LDC_120732,39.984,69.813,69.813,1025.406,1025.406,1975.156,2055.710,2660.290,high_ve
20091027_180857_HRM_120538,3.828,29.859,29.859,1097.641,1097.641,1952.938,2111.31,2715.91,cell
20091028_090923_LDC_120653,11.719,43.250,43.250,904.594,904.594,1700.500,1942.700,2548.060,cell
20091028_091432_HRM_120735,12.516,42.719,42.719,940.375,940.375,1943.656,2016.000,2620.760,high_ve
20091028_101033_HRM_120694,3.235,26.078,26.078,934.672,934.672,1769.953,1986.890,2591.870,cell
20091028_120805_LDC_120544,5.813,28.078,28.078,1120.797,1120.797,1974.172,2074.080,2679.380,cell
20091028_131003_HRM_120265,3.156,21.406,21.406,1066.234,1066.234,1800.969,3036.060,3641.200,low_ve
20091028_131357_LDC_120718,3.766,35.172,35.172,939.750,939.750,1987.031,2035.480,2640.700,cell
20091028_140616_LDC_120666,17.734,43.547,43.547,989.078,989.078,1822.188,1929.620,2534.490,cell
20091028_141456_HRM_120690,17.141,46.032,46.032,921.500,921.500,1810.344,2025.580,2631.170,low_ve
20091028_150541_HRM_120721,3.188,26.922,26.922,1162.672,1162.672,1882.922,2094.040,2699.400,low_ve
20091028_150636_LDC_120511,10.813,35.828,35.828,1350.969,1350.969,2261.469,2405.880,3011.470,cell
20091028_160832_HRM_120663,4,26.75,26.75,1051.907,1051.907,2030.797,2303.89,2908.87,cell
20091028_161025_LDC_120749,4.000,25.781,25.781,924.281,924.281,1815.734,1953.170,2558.250,high_ve
20091028_170734_LDC_120664,8.375,29.906,29.906,1004.125,1004.125,1865.391,1994.300,2599.280,cell
20091028_170828_HRM_120711,4.625,27.953,27.953,936.797,936.797,1871.016,2164.310,2769.400,low_ve
20091028_181826_HRM_120428,2.610,23.203,23.203,878.688,878.688,1887.547,2078.320,2683.420,cell
20091028_182836_LDC_120658,11.219,35.813,35.813,1079.797,1079.797,1947.400,1947.400,2552.680,high_ve
20091028_191814_LDC_120596,8.483,34.624,34.624,823.530,823.530,1646.843,1970.140,2575.240,low_ve
20091029_081857_HRM_120642,5.672,35.047,35.047,1194.594,1194.594,2109.141,2256.220,2861.570,cell
20091029_091802_LDC_120650,11.516,33.422,33.422,928.266,930.469,1829.985,2191.140,2796.490,cell
20091029_101211_LDC_120638,2.688,30.453,30.453,1113.844,1113.844,2032.828,2713.110,3318.320,cell
20091029_101310_HRM_120611,2.016,23.547,23.547,1213.328,1213.328,1976.422,2766.830,3372.040,cell
20091029_111446_LDC_120485,17.375,41.641,41.641,968.844,968.844,1849.609,2136.350,2741.790,cell
20091029_121539_LDC_120662,7.297,45.016,45.016,965.172,965.172,1770.219,1910.140,2515.410,low_ve
20091029_125004_HRM_120756,4.625,27.188,27.188,921.625,921.625,1848.031,2042.930,2647.990,high_ve
20091029_131759_LDC_120726,7.281,32.141,32.141,957.656,959.000,1816.328,1935.490,2540.460,low_ve
20091029_140536_LDC_120743,2.502,27.110,27.110,1187.953,1187.953,2090.641,2426.070,3031.420,high_ve
20091029_144058_HRM_120757,8.625,33.782,33.782,1039.282,1039.282,1960.000,0.000,0.000,no_call
20091029_150555_LDC_120558,1.969,33.594,33.594,1252.828,1252.828,2051.969,2278.890,2884.250,low_ve
20091029_155848_LDC_120751,35.219,63.172,63.172,879.859,879.859,1798.141,2001.380,2606.880,high_ve
20091029_175951_LDC_120651,4.406,34.844,34.844,1233.250,1233.250,2153.984,2256.790,2862.170,cell
20091029_181934_HRM_120717,3.469,28.360,28.360,1057.562,1057.562,1834.734,2025.200,2630.720,low_ve
20091029_185947_LDC_120737,89.703,114.797,114.797,961.266,1324.438,1885.047,2244.600,2849.530,high_ve
20091029_191113_HRM_120452,2.938,27.953,27.953,892.094,892.094,1826.359,1952.140,2556.960,cell
20091030_091800_LDC_120564,21.688,47.125,47.125,995.141,995.141,1826.516,1930.55,2535.53,low_ve
20091030_100942_LDC_120617,3.047,27.110,27.110,934.109,934.109,1820.110,2006.170,2611.280,cell
20091030_102502_HRM_120657,2.985,39.625,39.625,942.281,942.281,1862.094,2046.420,2651.300,high_ve
20091030_113933_LDC_120669,33.688,62.063,62.063,954.516,954.516,1867.484,1940.650,2545.880,high_ve
20091030_115606_HRM_120764,2.406,25.953,25.953,896.375,896.375,1738.016,1887.920,2493.140,high_ve
20091030_130806_LDC_120647,53.531,95.219,95.219,1453.562,1479.812,2386.094,2390.99,2995.65,cell
20091030_133304_HRM_120758,10.578,38.125,38.125,871.922,871.922,1761.922,1916.960,2522.100,high_ve
20091030_140932_LDC_120715,56.109,81.234,81.234,996.219,996.219,1969.766,2049.560,2654.830,low_ve
20091030_145815_HRM_120610,3.875,32.578,32.578,1149.656,1149.656,1909.656,2237.030,2842.130,cell
20091030_145912_LDC_120761,72.609,104.953,104.953,1126.172,1126.172,1990.484,2068.790,2673.890,high_ve
20091102_091008_LDC_120628,7.047,25.610,25.610,1102.172,1102.172,1990.000,0.000,0.000,no_call
20091102_100546_HRM_120756,11.106,30.106,30.106,1109.779,1126.242,1995.000,0.000,0.000,no_call
20091102_113927_LDC_120768,1.309,24.610,24.610,958.555,958.555,1843.949,2049.960,2654.870,high_ve
20091102_115402_HRM_120532,3.384,34.868,34.868,1059.403,1059.403,1940.926,2122.870,2728.290,low_ve
20091102_125931_LDC_120501,0.733,22.943,22.943,1023.299,1023.299,1844.058,1992.670,2597.210,cell
20091102_141517_HRM_120674,6.798,27.678,27.678,933.026,933.026,1998.550,1998.550,2603.370,cell
20091102_160631_HRM_120750,3.305,26.754,26.754,961.817,961.817,1798.666,1986.320,2591.300,high_ve
20091102_170238_HRM_120581,23.230,45.191,45.191,1152.557,1152.557,2060.317,2312.010,2916.690,low_ve
20091102_172822_LDC_120726,3.181,26.340,26.340,879.315,879.315,1732.976,1828.760,2433.910,cell
20091102_181353_HRM_120728,35.792,106.562,106.562,944.242,944.242,1892.164,2439.780,3044.470,high_ve
20091102_182554_LDC_120742,71.805,107.356,107.356,1186.671,1186.671,2100.666,2350.780,2956.410,high_ve
20091103_105659_LDC_120680,6.422,27.422,27.422,1028.922,1028.922,1937.047,2055.310,2660.330,low_ve
20091103_123235_LDC_120662,7.344,31.250,31.250,1040.547,1040.547,1927.313,2061.840,2667.320,cell
20091103_140330_LDC_120761,41.953,75.033,75.033,1241.062,1241.062,2225.719,2255.810,2860.770,low_ve
20091103_141148_HRM_120368,3.594,28.469,28.469,1175.531,1175.531,1999.594,2431.190,3036.810,cell
20091103_151244_LDC_120641,37.891,83.344,83.344,991.984,991.984,1909.359,2028.890,2633.490,low_ve
20091103_165025_LDC_120505,14.000,39.469,39.469,978.219,978.219,1963.516,1995.080,2599.900,cell
20091103_172849_HRM_120659,3.094,30.516,30.516,855.328,855.328,1793.094,2072.990,2678.040,low_ve
20091104_091223_HRM_120580,2.688,26.000,26.000,910.047,910.047,1785.078,1909.970,2515.070,low_ve
20091104_092838_LDC_120698,7.250,31.938,31.938,950.000,950.000,1794.203,1892.630,2497.670,low_ve
20091104_101455_LDC_120782,89.703,125.500,125.500,970.453,970.453,1889.266,1978.980,2584.400,low_ve
20091104_111450_HRM_120261,5.469,32.859,32.859,1008.719,1008.719,1939.688,2095.750,2700.560,cell
20091104_113846_LDC_120734,9.860,33.344,33.344,1017.938,1027.016,1944.359,2040.510,2645.800,high_ve
20091104_124108_LDC_120803,2.922,27.250,27.250,1333.719,1333.719,2205.391,2330.270,2935.310,high_ve
20091104_132737_HRM_120772,0,0,6,1114.562,1144.391,2290,2291.54,2896.42,low_ve
20091104_143424_LDC_120783,2.891,26.688,26.688,1112.312,1112.312,1977.344,2085.550,2690.910,high_ve
20091104_143534_HRM_120779,2.985,33.484,33.484,998.344,998.344,1780.500,1912.860,2518.160,high_ve
20091104_161159_HRM_120756,35.208,50.733,53.426,903.544,951.819,1863.445,2040.200,2645.310,low_ve
20091104_171658_HRM_120581,4.453,23.313,23.313,1058.281,1058.281,2038.938,2286.820,2891.930,cell
20091104_173304_LDC_120771,44.594,88.641,88.641,915.203,915.203,1880.234,2028.020,2632.940,high_ve
20091105_094552_LDC_120680,3.610,22.891,22.891,938.719,938.719,1871.922,2161.470,2766.520,cell
20091105_100253_HRM_120791,2.969,34.703,34.703,1080.125,1080.125,1993.688,2386.170,2991.070,high_ve
20091105_105947_LDC_120582,1.875,25.391,25.391,1091.719,1091.719,1976.860,2161.710,2767.240,low_ve
